,id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff,invalid_catch,block_mod,pred,ign_pred,ign_mod,relevant_expected,irrelevant_expected,v_learned,a_learned,att_learned,ign_learned,change_r,change,response
4257,S07,33,Hombre,izquierda,1,9,visual,11,VP,90.0,135.0,VP,1600.0,160.0,0.0,1.0,diferente,0.554369599999518,1,35.0,0.0,5,VP,VP,auditory,0,0,0,0,0,0,35.0,0.875,1
4258,S07,33,Hombre,izquierda,1,9,visual,13,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.2781531000000541,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,35.0,0.875,1
4259,S07,33,Hombre,izquierda,1,9,visual,14,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.8521501000004719,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4260,S07,33,Hombre,izquierda,1,9,visual,15,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3861648000001878,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4261,S07,33,Hombre,izquierda,1,9,visual,16,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,1.0835811000006288,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4262,S07,33,Hombre,izquierda,1,9,visual,17,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.0784063999999489,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4263,S07,33,Hombre,izquierda,1,9,visual,18,VP,0.0,45.0,VP,1000.0,100.0,0.0,0.0,normal,0.1223723999992216,1,35.0,0.0,5,VP,VP,auditory,0,0,0,1,0,1,0.0,0.0,0
4264,S07,33,Hombre,izquierda,1,9,visual,20,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.462589100000514,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4265,S07,33,Hombre,izquierda,1,9,visual,21,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4425831000007747,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4266,S07,33,Hombre,izquierda,1,9,visual,22,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3987652000005255,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4267,S07,33,Hombre,izquierda,1,9,visual,23,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.5991188999996666,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,35.0,0.875,1
4268,S07,33,Hombre,izquierda,1,9,visual,24,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.5234753000004275,1,34.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4269,S07,33,Hombre,izquierda,1,9,visual,26,VP,90.0,135.0,EXP,1000.0,160.0,0.0,1.0,diferente,0.7455461999998079,1,34.0,0.0,5,VP,EXP,auditory,0,1,0,1,0,1,34.0,0.85,1
4270,S07,33,Hombre,izquierda,1,9,visual,27,EXP,0.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.4409913999998025,1,34.0,0.0,5,EXP,VP,auditory,1,0,0,0,0,0,0.0,0.0,0
4271,S07,33,Hombre,izquierda,1,9,visual,28,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3764142999998512,1,34.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4272,S07,33,Hombre,izquierda,1,9,visual,29,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.353168600000572,1,34.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4273,S07,33,Hombre,izquierda,1,9,visual,30,VP,90.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,1.2826620999994702,1,34.0,0.0,5,VP,VP,auditory,0,0,0,1,0,1,0.0,0.0,0
4274,S07,33,Hombre,izquierda,1,9,visual,31,VP,0.0,45.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.6143449999999575,1,34.0,0.0,5,VP,EXP,auditory,0,1,0,0,0,0,34.0,0.85,1
4275,S07,33,Hombre,izquierda,1,9,visual,32,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4980517999993026,1,34.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4276,S07,33,Hombre,izquierda,1,9,visual,33,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4621383999992758,1,34.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4277,S07,33,Hombre,izquierda,1,9,visual,34,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,1.0,normal,1.6692313000003196,0,34.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,34.0,0.85,0
4278,S07,33,Hombre,izquierda,1,9,visual,35,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.2635954999996102,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4279,S07,33,Hombre,izquierda,1,9,visual,36,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.1431394000001091,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4280,S07,33,Hombre,izquierda,1,9,visual,37,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3832486999999673,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4281,S07,33,Hombre,izquierda,1,9,visual,39,VP,0.0,45.0,VP,1000.0,100.0,0.0,1.0,diferente,0.8149311000006492,1,35.0,0.0,5,VP,VP,auditory,0,0,0,1,0,1,35.0,0.875,1
4282,S07,33,Hombre,izquierda,1,9,visual,40,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4266466999997647,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4283,S07,33,Hombre,izquierda,1,9,visual,41,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.7099645999996937,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,35.0,0.875,1
4284,S07,33,Hombre,izquierda,1,9,visual,42,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,1.0,diferente,1.5003852999998344,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,35.0,0.875,1
4285,S07,33,Hombre,izquierda,1,9,visual,43,VP,0.0,45.0,VP,1600.0,160.0,0.0,1.0,diferente,0.6771453999999721,1,35.0,0.0,5,VP,VP,auditory,0,0,0,0,0,0,35.0,0.875,1
4286,S07,33,Hombre,izquierda,1,9,visual,44,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.6170333999998547,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4287,S07,33,Hombre,izquierda,1,9,visual,46,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3763478999999279,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4288,S07,33,Hombre,izquierda,1,9,visual,47,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,1.0,diferente,0.4743935000005876,1,35.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,35.0,0.875,1
4289,S07,33,Hombre,izquierda,1,9,visual,49,EXP,0.0,135.0,VP,1600.0,160.0,0.0,1.0,diferente,0.6306423000005452,1,34.0,0.0,5,EXP,VP,auditory,1,0,0,0,0,0,34.0,0.85,1
4290,S07,33,Hombre,izquierda,1,9,visual,51,EXP,90.0,45.0,VP,1000.0,100.0,0.0,1.0,diferente,0.4910221999998612,1,34.0,0.0,5,EXP,VP,auditory,1,0,0,1,0,1,34.0,0.85,1
4291,S07,33,Hombre,izquierda,1,9,visual,52,VP,90.0,135.0,VP,1000.0,100.0,0.0,1.0,diferente,0.8964347999999518,1,33.0,0.0,5,VP,VP,auditory,0,0,0,1,0,1,33.0,0.825,1
4292,S07,33,Hombre,izquierda,1,9,visual,53,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3167860000003202,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4293,S07,33,Hombre,izquierda,1,9,visual,54,EXP,90.0,45.0,VP,1600.0,160.0,0.0,0.0,normal,0.3377712999999858,1,33.0,0.0,5,EXP,VP,auditory,1,0,0,0,0,0,0.0,0.0,0
4294,S07,33,Hombre,izquierda,1,9,visual,55,VP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4449531000000206,1,33.0,0.0,5,VP,EXP,auditory,0,1,0,1,0,1,0.0,0.0,0
4295,S07,33,Hombre,izquierda,1,9,visual,56,VP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4016416000004028,1,33.0,0.0,5,VP,EXP,auditory,0,1,0,1,0,1,0.0,0.0,0
4296,S07,33,Hombre,izquierda,1,9,visual,57,EXP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,0.3517118999998274,1,33.0,0.0,5,EXP,VP,auditory,1,0,0,1,0,1,0.0,0.0,0
4297,S07,33,Hombre,izquierda,1,9,visual,58,VP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3712323999998261,1,33.0,0.0,5,VP,EXP,auditory,0,1,0,0,0,0,0.0,0.0,0
4298,S07,33,Hombre,izquierda,1,9,visual,59,EXP,0.0,135.0,VP,1000.0,100.0,0.0,1.0,diferente,0.5935411999998905,1,33.0,0.0,5,EXP,VP,auditory,1,0,0,1,0,1,33.0,0.825,1
4299,S07,33,Hombre,izquierda,1,9,visual,61,VP,90.0,135.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.524070199999187,1,33.0,0.0,5,VP,EXP,auditory,0,1,0,0,0,0,33.0,0.825,1
4300,S07,33,Hombre,izquierda,1,9,visual,62,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3054005999993023,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4301,S07,33,Hombre,izquierda,1,9,visual,63,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.2055093999997552,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4302,S07,33,Hombre,izquierda,1,9,visual,64,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,1.0,diferente,0.4431838000000425,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,33.0,0.825,1
4303,S07,33,Hombre,izquierda,1,9,visual,65,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3062359999994442,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4304,S07,33,Hombre,izquierda,1,9,visual,66,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.5131325000002107,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4305,S07,33,Hombre,izquierda,1,9,visual,67,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.2058108999999603,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4306,S07,33,Hombre,izquierda,1,9,visual,68,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,1.0,diferente,0.3000705000004018,1,33.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,33.0,0.825,1
4307,S07,33,Hombre,izquierda,1,9,visual,69,VP,90.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.5752925999995568,1,32.0,0.0,5,VP,VP,auditory,0,0,0,0,0,0,0.0,0.0,0
4308,S07,33,Hombre,izquierda,1,9,visual,70,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,1.0,diferente,0.3772546000000147,1,32.0,0.0,5,EXP,EXP,auditory,1,1,0,1,0,1,32.0,0.8,1
4309,S07,33,Hombre,izquierda,1,9,visual,71,VP,0.0,45.0,EXP,1000.0,160.0,0.0,1.0,diferente,0.2163019999998141,1,32.0,0.0,5,VP,EXP,auditory,0,1,0,1,0,1,32.0,0.8,1
4310,S08,29,Hombre,derecha,1,0,visual,1,VP,0.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,1.0569619999996576,1,20.0,0.0,1,VP,EXP,auditory,0,1,0,1,0,1,0.0,0.0,0
4311,S08,29,Hombre,derecha,1,0,visual,3,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,1.0,diferente,1.140544299999874,1,20.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,20.0,0.7142857142857143,1
4312,S08,29,Hombre,derecha,1,0,visual,5,VP,90.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.5993204999999762,1,14.0,0.0,1,VP,EXP,auditory,0,1,1,1,1,1,0.0,0.0,0
4313,S08,29,Hombre,derecha,1,0,visual,7,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,1.0,diferente,0.7525283999998464,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,14.0,0.5,1
4314,S08,29,Hombre,derecha,1,0,visual,8,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.9372538999996324,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4315,S08,29,Hombre,derecha,1,0,visual,9,VP,90.0,135.0,EXP,1000.0,100.0,0.0,1.0,diferente,2.0004822999999305,1,14.0,0.0,1,VP,EXP,auditory,0,1,1,0,1,0,14.0,0.5,1
4316,S08,29,Hombre,derecha,1,0,visual,10,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,1.3253632999999354,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4317,S08,29,Hombre,derecha,1,0,visual,11,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.776577399999951,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4318,S08,29,Hombre,derecha,1,0,visual,12,EXP,90.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.4643290000003617,1,14.0,0.0,1,EXP,VP,auditory,1,0,1,0,1,0,0.0,0.0,0
4319,S08,29,Hombre,derecha,1,0,visual,13,VP,0.0,45.0,EXP,1000.0,100.0,0.0,1.0,diferente,0.3205794000000423,1,14.0,0.0,1,VP,EXP,auditory,0,1,0,0,0,0,14.0,0.5,1
4320,S08,29,Hombre,derecha,1,0,visual,14,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1763080000000627,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4321,S08,29,Hombre,derecha,1,0,visual,15,VP,90.0,135.0,VP,1600.0,100.0,0.0,0.0,diferente,0.854363800000101,0,14.0,0.0,1,VP,VP,auditory,0,0,1,1,1,1,0.0,0.0,1
4322,S08,29,Hombre,derecha,1,0,visual,18,VP,0.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.4162284999997609,1,14.0,0.0,1,VP,EXP,auditory,0,1,0,0,0,0,0.0,0.0,0
4323,S08,29,Hombre,derecha,1,0,visual,19,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.315168900000117,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4324,S08,29,Hombre,derecha,1,0,visual,21,VP,0.0,45.0,VP,1600.0,100.0,0.0,0.0,normal,0.248545799999647,1,14.0,0.0,1,VP,VP,auditory,0,0,0,1,0,1,0.0,0.0,0
4325,S08,29,Hombre,derecha,1,0,visual,23,EXP,90.0,45.0,VP,1000.0,160.0,0.0,1.0,diferente,0.328707299999678,1,14.0,0.0,1,EXP,VP,auditory,1,0,1,0,1,0,14.0,0.5,1
4326,S08,29,Hombre,derecha,1,0,visual,24,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,1.0,normal,0.2829876000000695,0,8.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,8.0,0.2857142857142857,0
4327,S08,29,Hombre,derecha,1,0,visual,25,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2635795999999573,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4328,S08,29,Hombre,derecha,1,0,visual,26,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.3276872999999796,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4329,S08,29,Hombre,derecha,1,0,visual,27,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.3206275000002279,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4330,S08,29,Hombre,derecha,1,0,visual,28,EXP,0.0,135.0,VP,1000.0,160.0,0.0,0.0,normal,0.3015933000001496,1,14.0,0.0,1,EXP,VP,auditory,1,0,0,0,0,0,0.0,0.0,0
4331,S08,29,Hombre,derecha,1,0,visual,29,EXP,0.0,135.0,VP,1600.0,100.0,0.0,0.0,normal,0.2564372999995612,1,14.0,0.0,1,EXP,VP,auditory,1,0,0,1,0,1,0.0,0.0,0
4332,S08,29,Hombre,derecha,1,0,visual,30,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2448930000000473,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4333,S08,29,Hombre,derecha,1,0,visual,31,EXP,0.0,135.0,VP,1600.0,100.0,0.0,1.0,diferente,0.5055677999998807,1,14.0,0.0,1,EXP,VP,auditory,1,0,0,1,0,1,14.0,0.5,1
4334,S08,29,Hombre,derecha,1,0,visual,32,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,1.0,diferente,0.470543799999632,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,14.0,0.5,1
4335,S08,29,Hombre,derecha,1,0,visual,33,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2863045000003694,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4336,S08,29,Hombre,derecha,1,0,visual,34,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.3244351000003007,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4337,S08,29,Hombre,derecha,1,0,visual,36,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2178550999997242,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4338,S08,29,Hombre,derecha,1,0,visual,37,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1907246000000668,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4339,S08,29,Hombre,derecha,1,0,visual,38,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1690421999996942,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4340,S08,29,Hombre,derecha,1,0,visual,39,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.3658049999999093,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4341,S08,29,Hombre,derecha,1,0,visual,40,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.173662200000308,1,14.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4342,S08,29,Hombre,derecha,1,0,visual,41,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,1.0,diferente,0.2124254000000291,1,14.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,14.0,0.5,1
4343,S08,29,Hombre,derecha,1,0,visual,42,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1608067000001938,1,8.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4344,S08,29,Hombre,derecha,1,0,visual,43,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,1.0,normal,0.1036936999998943,0,8.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,8.0,0.2857142857142857,0
4345,S08,29,Hombre,derecha,1,0,visual,44,VP,0.0,45.0,VP,1000.0,160.0,0.0,1.0,diferente,0.28559580000001,1,12.0,0.0,1,VP,VP,auditory,0,0,0,0,0,0,12.0,0.42857142857142855,1
4346,S08,29,Hombre,derecha,1,0,visual,45,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2609003000002303,1,12.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4347,S08,29,Hombre,derecha,1,0,visual,46,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2611772000000201,1,12.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4348,S08,29,Hombre,derecha,1,0,visual,47,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1451045999997404,1,12.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4349,S08,29,Hombre,derecha,1,0,visual,48,VP,0.0,45.0,EXP,1600.0,160.0,0.0,1.0,diferente,0.1668012999998609,1,12.0,0.0,1,VP,EXP,auditory,0,1,0,1,0,1,12.0,0.42857142857142855,1
4350,S08,29,Hombre,derecha,1,0,visual,50,VP,90.0,135.0,EXP,1000.0,100.0,0.0,0.0,diferente,0.3226301999998213,0,12.0,0.0,1,VP,EXP,auditory,0,1,1,0,1,0,0.0,0.0,1
4351,S08,29,Hombre,derecha,1,0,visual,51,EXP,90.0,45.0,VP,1600.0,100.0,0.0,1.0,diferente,0.4012855000000854,1,12.0,0.0,1,EXP,VP,auditory,1,0,1,1,1,1,12.0,0.42857142857142855,1
4352,S08,29,Hombre,derecha,1,0,visual,52,VP,0.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.3807153000002472,1,12.0,0.0,1,VP,VP,auditory,0,0,0,0,0,0,0.0,0.0,0
4353,S08,29,Hombre,derecha,1,0,visual,53,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,1.0,normal,0.4704034999999749,0,12.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,12.0,0.42857142857142855,0
4354,S08,29,Hombre,derecha,1,0,visual,54,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2300493999996433,1,16.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4355,S08,29,Hombre,derecha,1,0,visual,55,VP,0.0,45.0,VP,1600.0,100.0,0.0,1.0,diferente,0.2373766000000614,1,16.0,0.0,1,VP,VP,auditory,0,0,0,1,0,1,16.0,0.5714285714285714,1
4356,S08,29,Hombre,derecha,1,0,visual,56,VP,90.0,135.0,VP,1000.0,160.0,0.0,1.0,normal,0.3481935999998313,0,16.0,0.0,1,VP,VP,auditory,0,0,1,0,1,0,16.0,0.5714285714285714,0
4357,S08,29,Hombre,derecha,1,0,visual,57,EXP,90.0,45.0,VP,1600.0,100.0,0.0,0.0,normal,0.221830399999817,1,16.0,0.0,1,EXP,VP,auditory,1,0,1,1,1,1,0.0,0.0,0
4358,S08,29,Hombre,derecha,1,0,visual,58,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,1.0,normal,0.1344226000001072,0,16.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,16.0,0.5714285714285714,0
4359,S08,29,Hombre,derecha,1,0,visual,59,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,1.0,diferente,0.3417558999999528,1,20.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,20.0,0.7142857142857143,1
4360,S08,29,Hombre,derecha,1,0,visual,60,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.3385488999997506,1,20.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4361,S08,29,Hombre,derecha,1,0,visual,61,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1640391999999337,1,20.0,0.0,1,EXP,EXP,auditory,1,1,0,0,0,0,0.0,0.0,0
4362,S08,29,Hombre,derecha,1,0,visual,62,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2260989000001245,1,20.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4363,S08,29,Hombre,derecha,1,0,visual,64,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2729973000000427,1,20.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4364,S08,29,Hombre,derecha,1,0,visual,65,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,1.0,normal,0.2536559999998644,0,20.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,20.0,0.7142857142857143,0
4365,S08,29,Hombre,derecha,1,0,visual,66,VP,90.0,135.0,VP,1000.0,160.0,0.0,0.0,normal,0.4990743999996994,1,24.0,0.0,1,VP,VP,auditory,0,0,1,0,1,0,0.0,0.0,0
4366,S08,29,Hombre,derecha,1,0,visual,67,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1322065999997903,1,24.0,0.0,1,EXP,EXP,auditory,1,1,1,1,1,1,0.0,0.0,0
4367,S08,29,Hombre,derecha,1,0,visual,68,EXP,0.0,135.0,VP,1000.0,160.0,0.0,1.0,normal,0.1644803999997748,0,24.0,0.0,1,EXP,VP,auditory,1,0,0,0,0,0,24.0,0.8571428571428571,0
4368,S08,29,Hombre,derecha,1,0,visual,69,VP,90.0,135.0,VP,1600.0,100.0,0.0,1.0,diferente,0.7666409000003114,1,28.0,0.0,1,VP,VP,auditory,0,0,1,1,1,1,28.0,1.0,1
4369,S08,29,Hombre,derecha,1,0,visual,70,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2060019999998985,1,28.0,0.0,1,EXP,EXP,auditory,1,1,1,0,1,0,0.0,0.0,0
4370,S08,29,Hombre,derecha,1,0,visual,71,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1536544999999023,1,28.0,0.0,1,EXP,EXP,auditory,1,1,0,1,0,1,0.0,0.0,0
4371,S08,29,Hombre,derecha,1,1,auditory,1,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.5156307000002016,1,20.0,0.0,1,EXP,EXP,visual,1,1,0,1,1,0,0.0,0.0,0
4372,S08,29,Hombre,derecha,1,1,auditory,2,VP,90.0,135.0,VP,1600.0,100.0,0.0,1.0,diferente,0.7425800000000891,1,20.0,0.0,1,VP,VP,visual,0,0,1,1,1,1,20.0,0.9090909090909091,1
4373,S08,29,Hombre,derecha,1,1,auditory,3,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,1.0,diferente,0.9312190999999076,1,20.0,0.0,1,EXP,EXP,visual,1,1,0,1,1,0,20.0,0.9090909090909091,1
4374,S08,29,Hombre,derecha,1,1,auditory,4,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.99680219999982,1,20.0,0.0,1,EXP,EXP,visual,1,1,0,1,1,0,0.0,0.0,0
