,id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
0,S11,19,Mujer,derecha,0,0,visual,0,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,2.634832800000368,1,
1,S11,19,Mujer,derecha,0,0,visual,1,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,1.0331261000001175,1,
2,S11,19,Mujer,derecha,0,0,visual,2,EXP,0.0,45.0,EXP,1000.0,160.0,1.0,0.0,normal,0.5706982000001517,0,
3,S11,19,Mujer,derecha,0,0,visual,3,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4689041999999972,1,
4,S11,19,Mujer,derecha,0,0,visual,4,VP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,1.0383409000005486,1,
5,S11,19,Mujer,derecha,0,0,visual,5,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.7423797000001287,1,
6,S11,19,Mujer,derecha,0,0,visual,6,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.5185397999994166,1,
7,S11,19,Mujer,derecha,0,0,visual,7,EXP,0.0,45.0,EXP,1000.0,160.0,2.0,0.0,catch,0.5456908000005569,1,
8,S11,19,Mujer,derecha,0,0,visual,8,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,catch,1.164717699999528,0,
9,S11,19,Mujer,derecha,0,0,visual,9,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.8353016000000935,1,
10,S11,19,Mujer,derecha,0,0,visual,10,VP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.8623804999997446,0,
11,S11,19,Mujer,derecha,0,0,visual,11,VP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,0.7730301999999938,1,
12,S11,19,Mujer,derecha,0,0,visual,12,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4226808000003075,1,
13,S11,19,Mujer,derecha,0,0,visual,13,EXP,90.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,0.6800506999998106,1,
14,S11,19,Mujer,derecha,0,0,visual,14,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3906346000003395,1,
15,S11,19,Mujer,derecha,0,0,visual,15,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.7523196000001917,1,
16,S11,19,Mujer,derecha,0,0,visual,16,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,1.2800207000000228,1,
17,S11,19,Mujer,derecha,0,0,visual,17,EXP,90.0,135.0,EXP,1600.0,100.0,1.0,0.0,catch,0.3677090999999564,1,
18,S11,19,Mujer,derecha,0,0,visual,18,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,catch,0.3777259999997113,0,
19,S11,19,Mujer,derecha,0,0,visual,19,VP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3634695000000647,1,
20,S11,19,Mujer,derecha,0,0,visual,20,EXP,0.0,45.0,VP,1000.0,100.0,0.0,0.0,normal,0.3629418000000441,1,
21,S11,19,Mujer,derecha,0,0,visual,21,EXP,90.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.4005850000003192,1,
22,S11,19,Mujer,derecha,0,0,visual,22,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.0632011999996393,1,
23,S11,19,Mujer,derecha,0,0,visual,23,EXP,0.0,45.0,EXP,1600.0,100.0,2.0,0.0,catch,0.8030779000000621,1,
24,S11,19,Mujer,derecha,0,0,visual,24,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.2465631000004577,1,
25,S11,19,Mujer,derecha,0,0,visual,25,EXP,0.0,45.0,VP,1600.0,160.0,0.0,0.0,normal,0.2647723000000042,1,
26,S11,19,Mujer,derecha,0,0,visual,26,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3402157999998962,1,
27,S11,19,Mujer,derecha,0,0,visual,27,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4154398999999102,1,
28,S11,19,Mujer,derecha,0,0,visual,28,VP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.1675881000001027,1,
29,S11,19,Mujer,derecha,0,0,visual,29,EXP,0.0,45.0,EXP,1600.0,100.0,1.0,0.0,catch,0.1403087000007872,1,
30,S11,19,Mujer,derecha,0,0,visual,30,EXP,90.0,135.0,EXP,1000.0,160.0,1.0,0.0,catch,0.0841294000001653,1,
31,S11,19,Mujer,derecha,0,0,visual,31,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.6317087000006723,1,
32,S11,19,Mujer,derecha,0,0,visual,32,VP,0.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.5438675999994302,1,
33,S11,19,Mujer,derecha,0,0,visual,33,EXP,90.0,135.0,EXP,1000.0,160.0,2.0,0.0,catch,0.9927168000003804,1,
34,S11,19,Mujer,derecha,0,0,visual,34,EXP,90.0,135.0,EXP,1600.0,100.0,2.0,0.0,catch,0.4171064000001934,1,
35,S11,19,Mujer,derecha,0,0,visual,35,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4158382000005076,1,
36,S11,19,Mujer,derecha,0,0,visual,36,VP,90.0,45.0,VP,1000.0,100.0,0.0,0.0,normal,0.4671328000003996,1,
37,S11,19,Mujer,derecha,0,0,visual,37,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4505347999993319,1,
38,S11,19,Mujer,derecha,0,0,visual,38,VP,90.0,45.0,VP,1600.0,160.0,0.0,0.0,normal,0.5612792000001718,1,
39,S11,19,Mujer,derecha,0,0,visual,39,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.5317199000000983,1,
40,S11,19,Mujer,derecha,0,1,visual,0,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.5627944999996544,1,
41,S11,19,Mujer,derecha,0,1,visual,1,EXP,0.0,45.0,EXP,1000.0,160.0,2.0,0.0,catch,0.2481458000002021,1,
42,S11,19,Mujer,derecha,0,1,visual,2,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4254121000003579,1,
43,S11,19,Mujer,derecha,0,1,visual,3,VP,90.0,45.0,VP,1600.0,160.0,0.0,0.0,normal,0.7437623999994685,1,
44,S11,19,Mujer,derecha,0,1,visual,4,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.3649180000002161,1,
45,S11,19,Mujer,derecha,0,1,visual,5,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4812826999996105,1,
46,S11,19,Mujer,derecha,0,1,visual,6,VP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,0.4368471999996473,1,
47,S11,19,Mujer,derecha,0,1,visual,7,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4035938999995778,1,
48,S11,19,Mujer,derecha,0,1,visual,8,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4669839999996839,1,
49,S11,19,Mujer,derecha,0,1,visual,9,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.7205538999996861,0,
50,S11,19,Mujer,derecha,0,1,visual,10,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.3927895000006174,1,
51,S11,19,Mujer,derecha,0,1,visual,11,EXP,0.0,45.0,VP,1000.0,100.0,0.0,0.0,normal,0.6779588999997941,1,
52,S11,19,Mujer,derecha,0,1,visual,12,EXP,90.0,135.0,EXP,1600.0,100.0,1.0,0.0,catch,0.6022186000000147,1,
