id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
S25,24,Hombre,derecha,0,0,auditory,0,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,2.0596770000001925,1,
S25,24,Hombre,derecha,0,0,auditory,1,EXP,0.0,135.0,EXP,1000.0,160.0,2.0,0.0,catch,1.601627600000029,1,
S25,24,Hombre,derecha,0,0,auditory,2,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,raro,2.351713199999949,0,
S25,24,Hombre,derecha,0,0,auditory,3,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,2.8930791000000227,1,
S25,24,Hombre,derecha,0,0,auditory,4,EXP,90.0,45.0,VP,1000.0,100.0,0.0,0.0,frecuente,1.9442712000000029,0,
S25,24,Hombre,derecha,0,0,auditory,5,VP,0.0,45.0,VP,1000.0,100.0,0.0,0.0,frecuente,1.6222075999999106,0,
S25,24,Hombre,derecha,0,0,auditory,6,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,2.067733599999883,0,
S25,24,Hombre,derecha,0,0,auditory,7,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,1.8207417000000987,0,
S25,24,Hombre,derecha,0,0,auditory,8,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.6748457999999573,1,
S25,24,Hombre,derecha,0,0,auditory,9,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,catch,2.844206700000086,0,
S25,24,Hombre,derecha,0,0,auditory,10,EXP,90.0,45.0,EXP,1000.0,160.0,2.0,0.0,raro,1.5247706000000107,0,
S25,24,Hombre,derecha,0,0,auditory,11,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.4366181000000324,1,
S25,24,Hombre,derecha,0,0,auditory,12,EXP,0.0,135.0,EXP,1600.0,100.0,2.0,0.0,raro,2.8077246000000287,0,
S25,24,Hombre,derecha,0,0,auditory,13,VP,90.0,135.0,VP,1000.0,100.0,0.0,0.0,frecuente,1.966369400000076,0,
S25,24,Hombre,derecha,0,0,auditory,14,EXP,0.0,135.0,EXP,1000.0,160.0,1.0,0.0,frecuente,0.8100703000000067,0,
S25,24,Hombre,derecha,0,0,auditory,15,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,2.183400800000072,0,
S25,24,Hombre,derecha,0,0,auditory,16,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,1.609408399999893,1,
S25,24,Hombre,derecha,0,0,auditory,17,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,1.7419142999999622,1,
S25,24,Hombre,derecha,0,0,auditory,18,VP,0.0,45.0,VP,1600.0,160.0,0.0,0.0,catch,3.916647799999964,0,
S25,24,Hombre,derecha,0,0,auditory,19,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,1.7968357000002015,0,
S25,24,Hombre,derecha,0,0,auditory,20,EXP,90.0,45.0,VP,1600.0,160.0,0.0,0.0,frecuente,1.2020264999998744,0,
S25,24,Hombre,derecha,0,0,auditory,21,EXP,90.0,45.0,EXP,1600.0,100.0,2.0,0.0,raro,1.4415438999999424,0,
S25,24,Hombre,derecha,0,0,auditory,22,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,2.098023999999896,1,
S25,24,Hombre,derecha,0,0,auditory,23,VP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.886624299999994,1,
S25,24,Hombre,derecha,0,0,auditory,24,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,2.463522100000091,1,
S25,24,Hombre,derecha,0,0,auditory,25,EXP,90.0,45.0,EXP,1600.0,100.0,1.0,0.0,frecuente,2.086036499999864,0,
S25,24,Hombre,derecha,0,0,auditory,26,VP,90.0,135.0,VP,1600.0,160.0,0.0,0.0,catch,3.4089444999999614,0,
S25,24,Hombre,derecha,0,0,auditory,27,EXP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,frecuente,1.346654899999976,0,
S25,24,Hombre,derecha,0,0,auditory,28,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.5934476999998424,1,
S25,24,Hombre,derecha,0,0,auditory,29,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.3556496999999581,1,
S25,24,Hombre,derecha,0,0,auditory,30,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.8214917000000241,1,
S25,24,Hombre,derecha,0,0,auditory,31,EXP,90.0,45.0,EXP,1000.0,160.0,1.0,0.0,frecuente,0.5836914999999863,0,
S25,24,Hombre,derecha,0,0,auditory,32,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.997161799999958,0,
S25,24,Hombre,derecha,0,0,auditory,33,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.198983700000099,1,
S25,24,Hombre,derecha,0,0,auditory,34,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.645966000000044,1,
S25,24,Hombre,derecha,0,0,auditory,35,EXP,0.0,135.0,VP,1600.0,160.0,0.0,0.0,catch,1.1450307000000066,0,
S25,24,Hombre,derecha,0,0,auditory,36,VP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.6189992000001894,1,
S25,24,Hombre,derecha,0,0,auditory,37,EXP,0.0,135.0,EXP,1600.0,100.0,1.0,0.0,raro,1.0078143000000637,0,
S25,24,Hombre,derecha,0,0,auditory,38,VP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.3162523999999394,1,
S25,24,Hombre,derecha,0,0,auditory,39,VP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.3320774999999685,1,
S25,24,Hombre,derecha,0,1,visual,0,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.3043769999999313,1,
S25,24,Hombre,derecha,0,1,visual,1,EXP,90.0,45.0,EXP,1600.0,100.0,2.0,0.0,catch,1.2650727999998708,1,
S25,24,Hombre,derecha,0,1,visual,2,EXP,0.0,135.0,EXP,1600.0,100.0,1.0,0.0,frecuente,0.6951513000003615,0,
S25,24,Hombre,derecha,0,1,visual,3,VP,0.0,45.0,VP,1600.0,160.0,0.0,0.0,raro,1.3420196000001852,1,
S25,24,Hombre,derecha,0,1,visual,4,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,0.854704700000184,0,
S25,24,Hombre,derecha,0,1,visual,5,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.8225898999999117,1,
S25,24,Hombre,derecha,0,1,visual,6,EXP,0.0,135.0,VP,1600.0,160.0,0.0,0.0,frecuente,0.8089862000001631,1,
S25,24,Hombre,derecha,0,1,visual,7,EXP,0.0,135.0,EXP,1000.0,160.0,1.0,0.0,raro,1.8704192999998668,0,
S25,24,Hombre,derecha,0,1,visual,8,EXP,90.0,45.0,EXP,1000.0,160.0,1.0,0.0,raro,1.5146137000001545,0,
S25,24,Hombre,derecha,0,1,visual,9,VP,90.0,135.0,VP,1600.0,160.0,0.0,0.0,frecuente,0.5909960000003593,0,
S25,24,Hombre,derecha,0,1,visual,10,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,1.0511779999997088,1,
S25,24,Hombre,derecha,0,1,visual,11,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,0.8588643999996748,0,
S25,24,Hombre,derecha,0,1,visual,12,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.5460189999998875,1,
S25,24,Hombre,derecha,0,1,visual,13,VP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.7881344000002173,0,
S25,24,Hombre,derecha,0,1,visual,14,VP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,raro,1.2696701999998368,1,
S25,24,Hombre,derecha,0,1,visual,15,EXP,90.0,45.0,VP,1600.0,160.0,0.0,0.0,catch,0.4051379999996243,0,
S25,24,Hombre,derecha,0,1,visual,16,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.6779380000002675,1,
S25,24,Hombre,derecha,0,1,visual,17,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,catch,0.8688134999997601,0,
S25,24,Hombre,derecha,0,1,visual,18,EXP,0.0,135.0,EXP,1000.0,160.0,2.0,0.0,frecuente,1.112820099999681,0,
S25,24,Hombre,derecha,0,1,visual,19,VP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,raro,1.3143199999999524,1,
S25,24,Hombre,derecha,0,1,visual,20,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.7597356000001128,1,
S25,24,Hombre,derecha,0,1,visual,21,VP,0.0,45.0,VP,1000.0,100.0,0.0,0.0,raro,1.243968000000223,1,
S25,24,Hombre,derecha,0,1,visual,22,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.4669745999999577,1,
S25,24,Hombre,derecha,0,1,visual,23,EXP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,frecuente,0.3958073000003423,1,
S25,24,Hombre,derecha,0,1,visual,24,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,0.6871345999998084,0,
S25,24,Hombre,derecha,0,1,visual,25,VP,90.0,135.0,VP,1000.0,100.0,0.0,0.0,frecuente,1.239282699999876,0,
S25,24,Hombre,derecha,0,1,visual,26,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,1.073187300000427,1,
S25,24,Hombre,derecha,0,1,visual,27,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,raro,0.8815776000001279,0,
S25,24,Hombre,derecha,0,1,visual,28,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,0.4106283999999505,0,
S25,24,Hombre,derecha,0,1,visual,29,VP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,catch,1.5927715000002536,0,
S25,24,Hombre,derecha,0,1,visual,30,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,raro,0.894553900000119,0,
S25,24,Hombre,derecha,0,1,visual,31,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,frecuente,1.701655800000026,1,
S25,24,Hombre,derecha,0,1,visual,32,EXP,90.0,45.0,EXP,1600.0,100.0,1.0,0.0,raro,1.5605815999997503,0,
S25,24,Hombre,derecha,0,1,visual,33,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,catch,0.7036717000000863,0,
S25,24,Hombre,derecha,0,1,visual,34,EXP,90.0,45.0,EXP,1000.0,160.0,2.0,0.0,raro,0.948554200000217,0,
S25,24,Hombre,derecha,0,1,visual,35,EXP,0.0,135.0,EXP,1600.0,100.0,2.0,0.0,catch,1.7058870999999272,1,
S25,24,Hombre,derecha,0,1,visual,36,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,1.0366998999998032,1,
S25,24,Hombre,derecha,0,1,visual,37,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.9681064999999762,1,
S25,24,Hombre,derecha,0,1,visual,38,EXP,90.0,45.0,VP,1000.0,100.0,0.0,0.0,frecuente,0.5718965999999455,1,
S25,24,Hombre,derecha,0,1,visual,39,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.4354192000000694,1,
S25,24,Hombre,derecha,0,2,auditory,0,EXP,90.0,45.0,EXP,1600.0,100.0,1.0,0.0,frecuente,1.6526171000000431,0,
S25,24,Hombre,derecha,0,2,auditory,1,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,frecuente,0.8017516999998406,1,
S25,24,Hombre,derecha,0,2,auditory,2,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.7324885000002723,0,
S25,24,Hombre,derecha,0,2,auditory,3,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,frecuente,0.5650375000000167,1,
S25,24,Hombre,derecha,0,2,auditory,4,EXP,0.0,135.0,EXP,1600.0,100.0,2.0,0.0,catch,0.8877720000000409,1,
