id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
S06,26,Mujer,izquierda,0,0,visual,0,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,frecuente,2.468878599999925,1,
S06,26,Mujer,izquierda,0,0,visual,1,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,raro,6.924991799999816,0,
S06,26,Mujer,izquierda,0,0,visual,2,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,frecuente,8.100640399999975,1,
S06,26,Mujer,izquierda,0,0,visual,3,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,raro,3.547493999999915,0,
S06,26,Mujer,izquierda,0,0,visual,4,VP,90.0,135.0,EXP,1000.0,100.0,0.0,0.0,frecuente,1.717020199999979,0,
S06,26,Mujer,izquierda,0,0,visual,5,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,frecuente,3.371169900000041,1,
S06,26,Mujer,izquierda,0,0,visual,6,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,frecuente,0.7759168999998565,1,
S06,26,Mujer,izquierda,0,0,visual,7,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,frecuente,0.6154025999999249,1,
S06,26,Mujer,izquierda,0,0,visual,8,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,frecuente,0.8041266000000178,1,
S06,26,Mujer,izquierda,0,0,visual,9,VP,90.0,135.0,VP,1000.0,160.0,0.0,0.0,raro,3.2915473000000475,1,
S06,26,Mujer,izquierda,0,0,visual,10,VP,0.0,45.0,EXP,1000.0,100.0,0.0,0.0,raro,2.2430314000000635,1,
S06,26,Mujer,izquierda,0,0,visual,11,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,raro,0.4304306000001361,0,
S06,26,Mujer,izquierda,0,0,visual,12,VP,0.0,45.0,VP,1600.0,100.0,0.0,0.0,raro,0.5999342999998589,1,
S06,26,Mujer,izquierda,0,0,visual,13,EXP,90.0,45.0,EXP,1000.0,100.0,2.0,0.0,frecuente,0.5740055000001121,0,
S06,26,Mujer,izquierda,0,0,visual,14,EXP,90.0,45.0,EXP,1000.0,100.0,1.0,0.0,catch,0.9998694000000796,1,
S06,26,Mujer,izquierda,0,0,visual,15,EXP,0.0,135.0,VP,1600.0,100.0,0.0,0.0,frecuente,0.7641833000000133,1,
S06,26,Mujer,izquierda,0,0,visual,16,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,raro,2.6809584000000086,0,
S06,26,Mujer,izquierda,0,0,visual,17,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,frecuente,2.4670779000000493,1,
S06,26,Mujer,izquierda,0,0,visual,18,EXP,0.0,135.0,EXP,1000.0,100.0,2.0,0.0,catch,0.6565447000000404,1,
S06,26,Mujer,izquierda,0,0,visual,19,VP,0.0,45.0,VP,1000.0,160.0,0.0,0.0,frecuente,3.097260600000027,0,
S06,26,Mujer,izquierda,0,0,visual,20,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,frecuente,0.8287385000000995,1,
S06,26,Mujer,izquierda,0,0,visual,21,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,raro,1.1141150000000837,0,
S06,26,Mujer,izquierda,0,0,visual,22,EXP,0.0,135.0,EXP,1600.0,160.0,1.0,0.0,catch,0.601351200000181,1,
S06,26,Mujer,izquierda,0,0,visual,23,EXP,90.0,45.0,EXP,1600.0,160.0,1.0,0.0,catch,0.5180976999999984,1,
S06,26,Mujer,izquierda,0,0,visual,24,EXP,0.0,135.0,EXP,1000.0,100.0,1.0,0.0,catch,0.5821598999998514,1,
S06,26,Mujer,izquierda,0,0,visual,25,VP,0.0,45.0,EXP,1600.0,160.0,0.0,0.0,frecuente,2.017156999999997,0,
S06,26,Mujer,izquierda,0,0,visual,26,EXP,90.0,45.0,EXP,1600.0,160.0,2.0,0.0,catch,0.4652700999999979,1,
S06,26,Mujer,izquierda,0,0,visual,27,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,frecuente,0.7053561000000172,1,
