id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
S37,18,Mujer,izquierda,0,0,auditory,0,EXP,0.0,45.0,EXP,1600.0,100.0,2.0,0.0,catch,1.0004106999840587,1,
S37,18,Mujer,izquierda,0,0,auditory,1,VP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4854705999605357,1,
S37,18,Mujer,izquierda,0,0,auditory,2,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.535791700007394,1,
S37,18,Mujer,izquierda,0,0,auditory,3,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.1818228999618441,0,
S37,18,Mujer,izquierda,0,0,auditory,4,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,catch,0.2492028998676687,0,
S37,18,Mujer,izquierda,0,0,auditory,5,EXP,90.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,3.735820499947295,1,
S37,18,Mujer,izquierda,0,0,auditory,6,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,1.339196699904278,1,
S37,18,Mujer,izquierda,0,0,auditory,7,VP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.1943660001270473,1,
S37,18,Mujer,izquierda,0,0,auditory,8,EXP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,2.643148500006646,1,
S37,18,Mujer,izquierda,0,0,auditory,9,EXP,0.0,45.0,EXP,1600.0,100.0,1.0,0.0,catch,0.275890399934724,1,
S37,18,Mujer,izquierda,0,0,auditory,10,VP,0.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.2913341000676155,1,
S37,18,Mujer,izquierda,0,0,auditory,11,EXP,90.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.2096392000094056,1,
S37,18,Mujer,izquierda,0,0,auditory,12,EXP,90.0,135.0,EXP,1000.0,160.0,1.0,0.0,catch,0.1334151998162269,1,
S37,18,Mujer,izquierda,0,0,auditory,13,EXP,0.0,45.0,EXP,1000.0,160.0,2.0,0.0,normal,0.3333661998622119,0,
S37,18,Mujer,izquierda,0,0,auditory,14,EXP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.8680132001172751,1,
S37,18,Mujer,izquierda,0,0,auditory,15,VP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.2102795001119375,1,
S37,18,Mujer,izquierda,0,0,auditory,16,EXP,90.0,135.0,EXP,1600.0,100.0,2.0,0.0,normal,0.1050589999649673,0,
S37,18,Mujer,izquierda,0,0,auditory,17,EXP,0.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.1487222998403012,1,
S37,18,Mujer,izquierda,0,0,auditory,18,VP,0.0,135.0,VP,1000.0,100.0,0.0,0.0,normal,0.2847869999241084,1,
