id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
S43,22,Hombre,derecha,0,0,visual,0,VP,0.0,45.0,EXP,1000.0,160.0,0.0,0.0,catch,2.531366599999956,0,
S43,22,Hombre,derecha,0,0,visual,1,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.590120799999795,1,
S43,22,Hombre,derecha,0,0,visual,2,VP,90.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,0.743990599999961,1,
S43,22,Hombre,derecha,0,0,visual,3,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.5598445999999058,1,
S43,22,Hombre,derecha,0,0,visual,4,EXP,90.0,45.0,EXP,1000.0,160.0,2.0,0.0,catch,1.2709789000000455,1,
S43,22,Hombre,derecha,0,0,visual,5,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,1.167073099999925,1,
S43,22,Hombre,derecha,0,0,visual,6,EXP,90.0,45.0,EXP,1000.0,160.0,1.0,0.0,catch,0.7120660000000498,1,
S43,22,Hombre,derecha,0,0,visual,7,EXP,0.0,135.0,EXP,1000.0,160.0,1.0,0.0,catch,0.3602213000001484,1,
S43,22,Hombre,derecha,0,0,visual,8,EXP,90.0,45.0,EXP,1000.0,160.0,0.0,0.0,normal,0.4769397000000026,1,
S43,22,Hombre,derecha,0,0,visual,9,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,1.5687854000000243,1,
S43,22,Hombre,derecha,0,0,visual,10,EXP,0.0,135.0,EXP,1000.0,160.0,0.0,0.0,normal,1.0226278000000093,1,
S43,22,Hombre,derecha,0,0,visual,11,VP,90.0,135.0,VP,1600.0,160.0,0.0,0.0,normal,0.4688072999999804,1,
S43,22,Hombre,derecha,0,0,visual,12,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4982330999998794,1,
S43,22,Hombre,derecha,0,0,visual,13,EXP,90.0,45.0,VP,1000.0,100.0,0.0,0.0,normal,0.4082841000001735,1,
S43,22,Hombre,derecha,0,0,visual,14,EXP,90.0,45.0,EXP,1600.0,100.0,0.0,0.0,normal,0.4029362999999648,1,
S43,22,Hombre,derecha,0,0,visual,15,EXP,0.0,135.0,EXP,1600.0,100.0,0.0,0.0,normal,0.5482957000001534,1,
S43,22,Hombre,derecha,0,0,visual,16,VP,0.0,45.0,VP,1600.0,160.0,0.0,0.0,normal,0.5763964000000215,1,
