id,age,gender,hand,phase,block,modality,ntrial,v_pred,v_leading,v_trailing,a_pred,a_leading,a_trailing,catch,target,resp,RT,correct,diff
S18,24,Hombre,derecha,0,0,visual,0,EXP,90.0,45.0,VP,1600.0,100.0,0.0,0.0,normal,0.6289655000000494,1,
S18,24,Hombre,derecha,0,0,visual,1,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.3299036999997042,1,
S18,24,Hombre,derecha,0,0,visual,2,VP,90.0,135.0,VP,1000.0,160.0,0.0,0.0,normal,0.3768536999996286,1,
S18,24,Hombre,derecha,0,0,visual,3,EXP,90.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.4211786999985634,1,
S18,24,Hombre,derecha,0,0,visual,4,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2766305000004649,1,
S18,24,Hombre,derecha,0,0,visual,5,EXP,90.0,45.0,EXP,1000.0,100.0,2.0,0.0,catch,0.259914000002027,1,
S18,24,Hombre,derecha,0,0,visual,6,EXP,0.0,135.0,EXP,1000.0,100.0,2.0,0.0,catch,0.2353820999996969,1,
S18,24,Hombre,derecha,0,0,visual,7,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,catch,0.6575675999993109,0,
S18,24,Hombre,derecha,0,0,visual,8,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2471256000026187,1,
S18,24,Hombre,derecha,0,0,visual,9,VP,90.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1916148999989673,1,
S18,24,Hombre,derecha,0,0,visual,10,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2994601999998849,1,
S18,24,Hombre,derecha,0,0,visual,11,VP,90.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.0936008999997284,1,
S18,24,Hombre,derecha,0,0,visual,12,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2067481000012776,1,
S18,24,Hombre,derecha,0,0,visual,13,VP,0.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1665145999977539,1,
S18,24,Hombre,derecha,0,0,visual,14,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1103574999979173,1,
S18,24,Hombre,derecha,0,0,visual,15,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1339602000007289,1,
S18,24,Hombre,derecha,0,0,visual,16,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1719273999988217,1,
S18,24,Hombre,derecha,0,0,visual,17,VP,90.0,135.0,VP,1600.0,100.0,0.0,0.0,normal,0.3003222000006644,1,
S18,24,Hombre,derecha,0,0,visual,18,EXP,90.0,45.0,EXP,1600.0,160.0,1.0,0.0,catch,0.2391539000018383,1,
S18,24,Hombre,derecha,0,0,visual,19,EXP,0.0,135.0,VP,1600.0,100.0,0.0,0.0,normal,0.2549822999972093,1,
S18,24,Hombre,derecha,0,0,visual,20,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2477769999968586,1,
S18,24,Hombre,derecha,0,0,visual,21,VP,0.0,45.0,VP,1600.0,100.0,0.0,0.0,normal,0.2098088000020652,1,
S18,24,Hombre,derecha,0,0,visual,22,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.200964899999235,1,
S18,24,Hombre,derecha,0,0,visual,23,EXP,0.0,135.0,EXP,1000.0,100.0,1.0,0.0,catch,0.1428667000000132,1,
S18,24,Hombre,derecha,0,0,visual,24,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.3402414000011049,1,
S18,24,Hombre,derecha,0,0,visual,25,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1545522000014898,1,
S18,24,Hombre,derecha,0,0,visual,26,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.208919099997729,1,
S18,24,Hombre,derecha,0,0,visual,27,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1928110000008018,1,
S18,24,Hombre,derecha,0,0,visual,28,EXP,90.0,45.0,EXP,1000.0,100.0,1.0,0.0,catch,0.0396841999972821,1,
S18,24,Hombre,derecha,0,0,visual,29,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2503194999990228,1,
S18,24,Hombre,derecha,0,0,visual,30,VP,0.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.1958129999984521,1,
S18,24,Hombre,derecha,0,0,visual,31,EXP,0.0,135.0,VP,1000.0,160.0,0.0,0.0,normal,0.2266596000008576,1,
S18,24,Hombre,derecha,0,0,visual,32,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.194843099998252,1,
S18,24,Hombre,derecha,0,0,visual,33,EXP,90.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1878163000001222,1,
S18,24,Hombre,derecha,0,0,visual,34,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.2165096999997331,1,
S18,24,Hombre,derecha,0,0,visual,35,EXP,90.0,45.0,EXP,1600.0,160.0,2.0,0.0,catch,0.1335574999975506,1,
S18,24,Hombre,derecha,0,0,visual,36,VP,0.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2177693000012368,1,
S18,24,Hombre,derecha,0,0,visual,37,EXP,0.0,135.0,EXP,1600.0,160.0,2.0,0.0,catch,0.1254243000003043,1,
S18,24,Hombre,derecha,0,0,visual,38,EXP,0.0,135.0,EXP,1600.0,160.0,1.0,0.0,catch,0.2168423000002803,1,
S18,24,Hombre,derecha,0,0,visual,39,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.2140360000012151,1,
S18,24,Hombre,derecha,0,1,visual,0,EXP,90.0,45.0,EXP,1000.0,100.0,2.0,0.0,catch,0.1627736999980698,1,
S18,24,Hombre,derecha,0,1,visual,1,EXP,0.0,135.0,EXP,1000.0,100.0,1.0,0.0,catch,0.1793811999996251,1,
S18,24,Hombre,derecha,0,1,visual,2,EXP,0.0,135.0,EXP,1000.0,100.0,0.0,0.0,normal,0.139189699999406,1,
S18,24,Hombre,derecha,0,1,visual,3,EXP,90.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.1708217999985208,1,
S18,24,Hombre,derecha,0,1,visual,4,VP,90.0,135.0,VP,1600.0,100.0,0.0,0.0,normal,0.1860542000031273,1,
S18,24,Hombre,derecha,0,1,visual,5,VP,0.0,45.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1973672999993141,1,
S18,24,Hombre,derecha,0,1,visual,6,EXP,0.0,135.0,EXP,1600.0,160.0,0.0,0.0,normal,0.1885027999996964,1,
S18,24,Hombre,derecha,0,1,visual,7,VP,0.0,45.0,VP,1000.0,160.0,0.0,0.0,normal,0.1717704999973648,1,
S18,24,Hombre,derecha,0,1,visual,8,EXP,90.0,45.0,EXP,1000.0,100.0,0.0,0.0,normal,0.1953906999988248,1,
S18,24,Hombre,derecha,0,1,visual,9,EXP,0.0,135.0,EXP,1600.0,160.0,2.0,0.0,catch,0.0862913999990269,1,
